"6117;915982;Hypochondriac;en;14/03/2022;Horror;"
"6118;68964;Hide And Go Shriek;en;01/11/1988;Horror, Thriller;"
"6119;79906;Occupant;en;14/10/2011;Horror, Thriller;"
"6120;104528;Dogs;en;11/11/1976;Horror;"
"6121;345950;Dracula Reborn;en;18/05/2015;Horror;"
"6122;585747;The Woman Who Keeps a Murderer;ja;12/04/2019;Horror, Thriller;"
"6123;47631;Bride of Boogedy;en;12/04/1987;Comedy, Family, Horror, TV Movie;"
"6124;69141;Celia;en;18/05/1989;Drama, Horror;"
"6125;127498;Raaz 3;hi;07/09/2012;Horror, Thriller;"
"6126;496466;The House of Violent Desire;en;05/10/2018;Horror, Mystery, Thriller;"
"6127;464832;Killing God;es;11/10/2017;Comedy, Horror;"
"6128;28719;Daimajin;ja;16/04/1966;Drama, Fantasy, Horror;"
"6129;105428;Erotic Games of a Respectable Family;it;22/11/1975;Horror, Mystery, Thriller;"
"6130;117120;The Facility;en;23/06/2012;Horror, Science Fiction;"
"6131;173044;Scream of the Demon Lover;it;07/10/1970;Horror;"
"6132;545899;Acid Girls;en;04/07/2014;Horror, Thriller;"
"6133;655587;Infernum;en;10/12/2019;Horror;"
"6134;85154;Lady Beware;en;14/08/1987;Crime, Horror, Romance, Thriller;"
"6135;503025;Captured;en;01/01/2020;Horror, Thriller;"
"6136;43545;Lost Things;en;01/11/2004;Horror, Thriller;"
"6137;487848;Purgatory Road;en;25/11/2017;Crime, Horror;"
"6138;362430;Night of the Wild;en;03/10/2015;Horror, TV Movie;"
"6139;749727;Shepherd;en;26/11/2021;Horror;"
"6140;992655;Maddie;en;30/09/2022;Horror, Thriller;"
"6141;76929;The Nail Gun Massacre;en;16/12/1985;Horror;"
"6142;45347;The Bleeding House;en;20/04/2011;Drama, Horror, Mystery, Thriller;"
"6143;80634;Room 33;en;14/08/2009;Horror, Mystery, Thriller;"
"6144;97692;The Witches Mountain;es;01/10/1973;Horror;"
"6145;27642;Queen of Blood;en;01/03/1966;Horror, Science Fiction;"
"6146;461649;Pari;hi;02/03/2018;Fantasy, Horror, Mystery;"
"6147;648168;Cry Havoc;en;30/07/2020;Horror;"
"6148;245589;Voodoo Possession;en;14/01/2014;Drama, Horror, Mystery;"
"6149;48385;Indestructible Man;en;24/03/1956;Crime, Horror, Science Fiction;"
"6150;418389;Plank Face;en;27/08/2016;Horror;"
"6151;726207;Phone Bhoot;hi;04/11/2022;Comedy, Horror;"
"6152;27405;Circus of Horrors;en;01/04/1960;Horror;"
"6153;29098;The Unnamable II;en;05/02/1993;Horror;"
"6154;37463;Phantom of the Rue Morgue;en;27/03/1954;Crime, Horror, Mystery;"
"6155;614196;Death of a Vlogger;en;24/08/2019;Drama, Horror, Mystery;"
"6156;115227;Terror 2000;de;30/10/1992;Comedy, Horror;"
"6157;1031488;Don't Trick-Or-Treat Alone!;en;01/10/2022;Horror;"
"6158;40363;Women's Camp 119;it;18/03/1977;Horror, Thriller, War;"
"6159;56132;The Mafu Cage;en;01/01/1978;Horror, Thriller;"
"6160;29075;The Horror at 37,000 Feet;en;13/02/1973;Drama, Horror, TV Movie;"
"6161;460952;Darken;en;26/11/2017;Fantasy, Horror, Science Fiction;"
"6162;511813;Cannibals and Carpet Fitters;en;15/12/2018;Comedy, Horror;"
"6163;28684;Ring of Darkness;en;28/02/2004;Horror;"
"6164;618331;Dark Whispers - Volume 1;en;;;"
"6165;1015936;Feed;en;28/10/2022;Horror;"
"6166;54112;Night of the Howling Beast;es;09/01/1975;Adventure, Fantasy, Horror;"
"6167;28626;Embrace the Darkness III;en;17/09/2002;Drama, Horror;"
"6168;312980;Paranormal Island;en;10/12/2014;Horror, Thriller;"
"6169;30458;Seven Women for Satan;fr;01/01/1976;Horror;"
"6170;63081;The Victim;th;11/10/2006;Horror, Mystery, Thriller;"
"6171;28182;Birth Rite;en;22/04/2003;Horror;"
"6172;43303;Nora Roberts' Tribute;en;11/04/2009;Drama, Horror, Romance, TV Movie;"
"6173;30780;Cabin by the Lake;en;01/02/2000;Horror, TV Movie;"
"6174;353097;Ghost Riders;en;10/09/1987;Horror, Western;"
"6175;16067;Final Days of Planet Earth;en;15/03/2006;Action, Drama, Horror, Science Fiction;"
"6176;486350;Dreamland;en;13/04/2019;Comedy, Fantasy, Horror, Mystery;"
"6177;514287;Cuties;en;11/02/2020;Horror;"
"6178;54127;Boogeyman II;en;24/08/1983;Horror;"
"6179;30670;Humongous;en;11/06/1982;Horror, Romance;"
"6180;467405;Don't Sleep;en;29/09/2017;Horror, Thriller;"
"6181;498062;Luz;de;21/03/2019;Horror, Mystery;"
"6182;566556;The Cabin;en;04/12/2018;Horror, Thriller;"
"6183;801320;Shriekshow;en;27/02/2022;Horror;"
"6184;619447;The Unborn;en;01/05/2020;Horror;"
"6185;706862;Annabellum - The Curse of Salem;en;12/08/2019;Horror, Mystery, Thriller;"
"6186;16008;Room 205;da;10/08/2007;Horror;"
"6187;40770;Spirit Camp;en;25/09/2009;Comedy, Horror;"
"6188;404413;Tear Me Apart;en;01/07/2016;Horror, Romance, Thriller;"
"6189;991351;Into the Darkness;en;28/10/2022;Horror, Science Fiction, Thriller;"
"6190;70538;The Zombie Walks;de;26/04/1968;Crime, Horror;"
"6191;1017995;Requiem for a Scream;en;27/08/2022;Horror;"
"6192;62436;Red Eye;ko;18/02/2005;Horror;"
"6193;646541;In the Trap;en;20/02/2020;Horror, Thriller;"
"6194;347127;The Charnel House;en;04/11/2016;Horror;"
"6195;26703;Dracula's Dog;en;01/06/1978;Horror;"
"6196;549773;Wolf;en;13/09/2019;Action, Horror, Thriller;"
"6197;40339;Private House of the SS;it;20/01/1977;Drama, History, Horror, War;"
"6198;324440;The Bunker;de;07/02/2015;Comedy, Drama, Horror;"
"6199;728045;La Condesa;es;24/12/2020;Horror, Thriller;"
"6200;479854;Natural Born Filmmakers;en;01/02/2016;Action, Comedy, Drama, Horror;"
"6201;31154;Steel and Lace;en;30/01/1991;Action, Horror, Science Fiction;"
"6202;397552;Paranormal Drive;ru;31/03/2016;Crime, Horror, Thriller;"
"6203;26678;Night Life;en;18/09/1989;Horror;"
"6204;79278;The Scissors Massacre;ja;22/03/2008;Drama, Horror, Thriller;"
"6205;38260;Voodoo Island;en;01/02/1957;Horror;"
"6206;135064;Expiration;en;07/09/2012;Horror, Science Fiction;"
"6207;453664;No Solicitors;en;;;"
"6208;29957;Barracuda;en;16/10/1978;Horror, Thriller;"
"6209;84986;Screamtime;en;01/01/1983;Horror;"
"6210;972239;Erzulie;en;14/06/2022;Adventure, Fantasy, Horror;"
"6211;71697;Ghost Chase;en;25/06/1987;Family, Fantasy, Horror, Science Fiction;"
"6212;56229;Love Bites;fr;21/03/2001;Horror, Mystery, Thriller;"
"6213;379889;The Boneyard Collection;en;01/01/2008;Comedy, Horror;"
"6214;646558;Widow's Walk;en;19/10/2019;Horror;"
"6215;671903;The Sinners;en;01/03/2020;Horror, Thriller;"
"6216;721636;Churuli;ml;12/02/2021;Fantasy, Horror, Mystery, Science Fiction;"
"6217;29448;The Uninvited;ko;08/08/2003;Horror, Thriller;"
"6218;83292;The Suckling;en;24/09/1990;Horror;"
"6219;532654;Ravers;en;18/09/2020;Comedy, Horror;"
"6220;29905;The Haunting of Morella;en;09/02/1990;Horror, Romance, Thriller;"
"6221;56383;Lisa, Lisa;en;23/07/1974;Horror, Thriller;"
"6222;295786;Operation Ragnarok;sv;07/12/2018;Action, Drama, Horror;"
"6223;436285;Serpent;en;17/06/2017;Horror, Thriller;"
"6224;86271;Three on a Meathook;en;07/10/1972;Horror;"
"6225;252189;Camp Dread;en;15/04/2014;Horror, Mystery, Thriller;"
"6226;429829;Meatball Machine Kodoku;ja;19/08/2017;Action, Comedy, Horror, Science Fiction;"
"6227;814609;Zombivli;mr;26/01/2022;Comedy, Drama, Horror;"
"6228;68509;The Beast of Bray Road;en;01/09/2005;Horror;"
"6229;137634;Porn Shoot Massacre;en;08/02/2009;Horror, Thriller;"
"6230;15701;The Irrefutable Truth About Demons;en;01/05/2000;Horror;"
"6231;467306;Playing with Dolls: Havoc;en;12/07/2017;Horror, Thriller;"
"6232;48350;Psychomania;en;05/01/1973;Horror;"
"6233;47001;The Thing That Couldn't Die;en;27/06/1958;Horror;"
"6234;48136;Two on a Guillotine;en;13/01/1965;Horror, Mystery;"
"6235;250839;The Witch;es;17/01/1954;Horror;"
"6236;310707;The Dooms Chapel Horror;en;14/07/2016;Horror, Thriller;"
"6237;25537;Staunton Hill;en;06/10/2009;Horror;"
"6238;63512;Murders in the Rue Morgue;en;21/07/1971;Crime, Horror, Mystery, Romance, Thriller;"
"6239;31243;The Robot vs. The Aztec Mummy;es;17/07/1958;Horror, Science Fiction;"
"6240;42870;Creatures from the Abyss;it;01/01/1994;Horror, Science Fiction;"
"6241;294515;The G-string Horror;en;01/01/2012;Horror, Mystery, Thriller;"
"6242;46206;Who Is Clark Rockefeller?;en;;;"
"6243;108704;Alien Abduction: Intimate Secrets;en;25/06/1996;Drama, Horror, Science Fiction;"
"6244;143547;Silent Tongue;en;28/01/1993;Drama, Horror, Western;"
"6245;305883;Contagio;en;02/12/2009;Horror;"
"6246;99117;Adam Chaplin;it;11/08/2011;Horror;"
"6247;223269;The People Across the Lake;en;03/10/1988;Horror;"
"6248;462347;The Ringmaster;da;25/11/2018;Horror, Mystery;"
"6249;132030;The Green Elephant;ru;01/01/1999;Comedy, Drama, Horror, Thriller;"
"6250;58899;Demon Wind;en;05/07/1990;Horror;"
"6251;133718;Stinger;en;01/01/2005;Action, Adventure, Horror, Science Fiction;"
"6252;452762;Alien Implant;en;14/04/2017;Drama, Horror, Science Fiction;"
"6253;479490;Haunted;no;24/11/2017;Crime, Drama, Horror;"
"6254;750109;Anonymous Killers;en;06/10/2020;Crime, Horror;"
"6255;18932;Knock Knock;en;14/03/2008;Horror;"
"6256;40474;Eyeball;it;24/01/1975;Horror, Mystery, Thriller;"
"6257;85171;Too Beautiful to Die;it;24/11/1988;Horror, Mystery, Thriller;"
"6258;494442;The Last Possession;en;04/03/2022;Horror, Thriller;"
"6259;38405;Hiruko the Goblin;ja;11/05/1991;Comedy, Fantasy, Horror;"
"6260;104308;The Spider Labyrinth;it;25/08/1988;Horror, Thriller;"
"6261;95152;Last Rites;en;18/11/1988;Crime, Drama, Horror, Mystery, Romance, Thriller;"
"6262;452037;Strip Club Massacre;en;19/12/2019;Horror, Thriller;"
"6263;85483;Something Evil;en;21/01/1972;Drama, Horror, TV Movie;"
"6264;131847;Stepmonster;en;24/02/1993;Comedy, Horror;"
"6265;28487;Trauma;es;11/09/1978;Drama, Horror;"
"6266;27345;The Mangler 2;en;01/01/2001;Horror, Science Fiction;"
"6267;800748;The Stairs;en;26/02/2021;Horror, Science Fiction;"
"6268;64788;Dracula's Guest;en;17/08/2008;Horror, Romance;"
"6269;759917;The Cursed Lesson;ko;18/11/2020;Horror;"
"6270;48613;The Mask of Satan;it;02/01/1989;Horror;"
"6271;53355;Nightmare at Noon;en;29/06/1988;Action, Horror, Thriller;"
"6272;172457;Afterparty;en;06/04/2013;Horror;"
"6273;440439;Elder Island;en;16/11/2016;Horror, Thriller;"
"6274;547681;Mandy the Haunted Doll;en;19/06/2018;Horror;"
"6275;892771;They Live in The Grey;en;16/06/2022;Horror;"
"6276;1017089;The Other Child;ko;19/10/2022;Horror, Mystery;"
"6277;28445;Extraterrestrial Visitors;es;13/12/1983;Horror, Science Fiction;"
"6278;73696;El miedo no anda en burro;es;25/11/1976;Comedy, Family, Horror;"
"6279;90926;Ghost Town;en;26/05/1988;Horror, Western;"
"6280;838719;Val;en;01/10/2021;Comedy, Horror;"
"6281;221506;Satan's School for Girls;en;13/03/2000;Drama, Horror, TV Movie;"
"6282;59852;Blinky™;en;21/03/2011;Horror, Science Fiction;"
"6283;126397;The Case of the Smiling Stiffs;en;17/10/1973;Comedy, Horror;"
"6284;162010;Nobody Gets Out Alive;en;31/01/2013;Horror, Thriller;"
"6285;526295;Another Soul;en;25/05/2018;Horror, Thriller;"
"6286;974187;The Summoned;en;07/07/2022;Horror, Mystery, Thriller;"
"6287;15851;Death to the Supermodels;en;25/11/2005;Comedy, Horror;"
"6288;28061;Lust of the Vampire;it;05/04/1957;Crime, Horror, Science Fiction;"
"6289;71626;Don't Let Him In;en;12/06/2011;Horror, Thriller;"
"6290;340401;Potato Salad: Don't Ask!;de;23/07/2015;Comedy, Horror;"
"6291;133831;Endangered Species;en;14/11/2002;Horror, Science Fiction, Thriller;"
"6292;142931;Summertime;en;30/10/2012;Comedy, Horror;"
"6293;674564;The Deep Ones;en;23/04/2021;Horror, Science Fiction;"
"6294;10041;Broken;en;01/01/2006;Horror, Thriller;"
"6295;45862;Hangman's Curse;en;12/09/2003;Horror, Mystery, Thriller;"
"6296;71821;Mystics in Bali;id;01/01/1981;Horror, Mystery;"
"6297;215773;Almost Dead;fr;20/03/1994;Horror, Mystery, Thriller;"
"6298;440594;HeXing;en;22/10/2017;Horror;"
"6299;28800;Transformations;en;02/09/1988;Horror, Science Fiction;"
"6300;63024;Creature with the Blue Hand;de;28/04/1967;Crime, Horror;"
"6301;617772;Doll Cemetery;en;23/08/2019;Drama, Horror, Thriller;"
"6302;32707;Breaking Dawn;en;;;"
"6303;145451;Enter the Devil;it;06/11/1974;Horror;"
"6304;350362;Me and My Mates vs. The Zombie Apocalypse;en;03/08/2015;Comedy, Horror;"
"6305;638210;My Girlfriend is a Serial Killer;ja;29/11/2019;Crime, Horror, Romance;"
"6306;842169;Girl Next;en;18/06/2021;Horror, Thriller;"
"6307;27267;Evil Eyes;en;04/08/2004;Horror;"
"6308;40146;Night of the Demon;en;04/02/1980;Horror;"
"6309;172002;Alien Abduction;en;02/03/2005;Horror, Science Fiction, Thriller;"
"6310;517015;The Campus;en;26/01/2018;Horror;"
"6311;441926;Carnivore: Werewolf of London;en;04/12/2017;Horror;"
"6312;345692;Haunting at the Rectory;en;15/06/2015;Horror;"
"6313;48660;The Kindred;en;09/01/1987;Horror, Science Fiction;"
"6314;29596;Nothing But the Night;en;16/02/1973;Crime, Horror, Mystery, Thriller;"
"6315;65588;Killing Birds;it;19/08/1988;Horror;"
"6316;466174;Knuckleball;en;17/04/2018;Horror, Thriller;"
"6317;16882;The Guard Post;ko;03/04/2008;Horror, Mystery;"
"6318;31116;Zaat;en;01/01/1971;Horror, Science Fiction, Thriller;"
"6319;39024;The Forbidden Door;id;22/01/2009;Drama, Horror, Mystery, Thriller;"
"6320;25170;The Blackout;en;01/01/2009;Horror, Science Fiction, Thriller;"
"6321;77444;The Corridor;en;30/03/2012;Drama, Horror, Science Fiction, Thriller;"
"6322;127626;Hollow;en;31/07/2011;Horror, Thriller;"
"6323;28160;Grave of the Vampire;en;23/08/1972;Horror;"
"6324;408475;Devi(L);ta;07/10/2016;Comedy, Horror;"
"6325;40255;Tales of the Bizarre: The Movie;ja;03/11/2000;Comedy, Horror, Romance;"
"6326;46658;The Night of the Sharks;it;01/04/1988;Action, Drama, Horror;"
"6327;173863;Absurd Encounter with Fear;en;05/03/1967;Fantasy, Horror;"
"6328;435040;School Tales;th;12/01/2017;Horror;"
"6329;453289;The Rizen;en;01/01/2017;Action, Horror, Science Fiction;"
"6330;844069;Guimoon: The Lightless Door;ko;25/08/2021;Horror, Thriller;"
"6331;76666;Invasion of the Pod People;en;24/07/2007;Horror, Science Fiction;"
"6332;80368;The Doctor and the Devils;en;04/10/1985;Horror;"
"6333;572426;Cleavers: Killer Clowns;en;31/03/2019;Horror;"
"6334;265449;Summer of Blood;en;17/10/2014;Comedy, Horror;"
"6335;383502;Riddle Room;en;16/02/2016;Horror;"
"6336;118007;The Skeleton of Mrs. Morales;es;26/05/1960;Comedy, Crime, Horror;"
"6337;30711;Edgar Allan Poe's Buried Alive;en;01/09/1989;Horror, Thriller, TV Movie;"
"6338;51077;Ghost of Mae Nak;th;15/09/2005;Drama, Horror, Mystery;"
"6339;73986;Anneliese: The Exorcist Tapes;en;17/10/2011;Horror;"
"6340;83172;Spawn of the Slithis;en;21/07/1978;Horror, Science Fiction;"
"6341;782003;The New Freddy;es;15/09/2019;Comedy, Horror;"
"6342;28159;The Bat People;en;15/01/1974;Horror;"
"6343;93950;The Sighting;en;10/05/2016;Horror, Thriller;"
"6344;265067;Vampire;en;07/10/1979;Horror, TV Movie;"
"6345;800198;Know Fear;en;20/01/2022;Horror;"
"6346;28127;Sideshow;en;11/07/2000;Horror;"
"6347;94542;The Boy Who Cried Werewolf;en;01/08/1973;Horror;"
"6348;108077;The House of the Blue Shadows;it;01/01/1986;Horror, Mystery, Thriller;"
"6349;274140;Still 2;th;27/02/2014;Horror;"
"6350;31244;Merlin's Shop of Mystical Wonders;en;01/01/1996;Fantasy, Horror;"
"6351;49343;Dream Demon;en;06/10/1988;Horror;"
"6352;197010;Butter on the Latch;en;09/05/2013;Drama, Fantasy, Horror;"
"6353;15901;Faces of Death III;en;10/03/1985;Documentary, Horror;"
"6354;29429;Deadtime Stories;en;28/10/2009;Horror;"
"6355;85199;Death Screams;en;01/05/1982;Horror;"
"6356;86332;The Redeemer: Son of Satan!;en;07/04/1978;Horror;"
"6357;28671;Habit;en;31/08/1996;Horror, Thriller;"
"6358;62108;Mumsy, Nanny, Sonny & Girly;en;;;"
"6359;121572;Toad Road;en;25/10/2013;Horror, Thriller;"
"6360;84372;Cannibal Terror;fr;21/10/1980;Horror;"
"6361;437600;Gorenos;en;05/06/2016;Horror;"
"6362;16722;The Telling;en;14/04/2009;Horror, Thriller;"
"6363;64806;Something Beneath;en;21/10/2007;Horror, Science Fiction, TV Movie;"
"6364;69158;Grandmother's House;en;16/12/1988;Horror, Thriller;"
"6365;680653;Exorcism at 60,000 Feet;en;09/08/2019;Comedy, Horror;"
"6366;286452;Varsity Blood;en;19/08/2014;Horror;"
"6367;451654;Hypersomnia;es;30/03/2017;Fantasy, Horror, Mystery, Thriller;"
"6368;535657;U Turn;ta;13/09/2018;Crime, Horror, Thriller;"
"6369;89992;Curse;cn;14/01/1987;Horror;"
"6370;238205;Red Sword;ja;03/03/2012;Fantasy, Horror;"
"6371;370664;Abandoned Dead;en;04/11/2015;Crime, Horror, Thriller;"
"6372;29128;Lips of Blood;fr;17/05/1975;Horror, Mystery, Romance;"
"6373;674503;Walking Dead - Tomate;id;14/04/2022;Horror;"
"6374;71057;Eko Eko Azarak: Wizard of Darkness;ja;08/04/1995;Horror;"
"6375;341957;21 Days;en;01/01/2014;Horror, Thriller;"
"6376;574856;Wretch;en;13/09/2018;Horror;"
"6377;3210;The Projected Man;en;01/01/1966;Horror, Science Fiction;"
"6378;45795;Death Bed: The Bed That Eats;en;26/10/1977;Comedy, Fantasy, Horror;"
"6379;19281;Immortally Yours;en;06/01/2009;Horror, Romance;"
"6380;183661;Animus;en;25/03/2013;Horror, Thriller;"
"6381;280272;Nagin;hi;;;"
"6382;742043;Stigmatized Properties;ja;28/08/2020;Horror;"
"6383;30877;Cut and Run;it;08/08/1985;Adventure, Horror, Thriller;"
"6384;140359;Dominator;en;03/03/2003;Animation, Comedy, Horror;"
"6385;566879;The Ghost Beyond;en;04/12/2018;Horror, Thriller;"
"6386;246727;Mummy Raider;en;08/01/2002;Action, Adventure, Fantasy, Horror;"
"6387;17408;Humans;fr;22/04/2009;Adventure, Horror, Thriller;"
"6388;29871;Santo vs. the Vampire Women;es;11/10/1962;Action, Fantasy, Horror;"
"6389;388994;Ayla;en;21/09/2017;Drama, Fantasy, Horror, Thriller;"
"6390;550476;Blood, Sweat And Terrors;en;06/11/2018;Action, Horror, Thriller;"
"6391;732773;The Lockdown Hauntings;en;03/05/2021;Horror;"
"6392;29692;Psycho Cop;en;;;"
"6393;41516;The Mole People;en;01/12/1956;Adventure, Fantasy, Horror, Science Fiction;"
"6394;39572;Zombie Apocalypse;en;01/01/2010;Horror, Science Fiction;"
"6395;53999;My Super Psycho Sweet 16: Part 2;en;22/10/2010;Comedy, Horror, TV Movie;"
"6396;103970;Feeding Frenzy;en;01/01/2010;Comedy, Horror;"
"6397;386123;Bigfoot vs. Zombies;en;23/02/2016;Horror;"
"6398;531101;Darkness Reigns;en;10/07/2018;Horror;"
"6399;597785;Deathcember;en;25/10/2019;Horror;"
"6400;294811;The Tunnel;ko;20/08/2014;Horror, Thriller;"
"6401;410486;Road to Moloch;en;21/07/2009;Action, Horror;"
"6402;573987;Kamen Rider Amazons Season 1 the Movie: Awakening;ja;;;"
"6403;580633;Tales from the Lodge;en;09/03/2019;Comedy, Horror;"
"6404;21851;The Lost;en;01/01/2009;Horror, Mystery, Thriller, TV Movie;"
"6405;135461;Last Kind Words;en;08/06/2012;Drama, Horror, Mystery, Romance, Thriller;"
"6406;31942;Midnight Ride;en;20/07/1990;Action, Horror, Thriller;"
"6407;54398;Strigoi;en;01/11/2009;Comedy, Drama, Fantasy, Horror;"
"6408;74006;6 Degrees of Hell;en;26/11/2012;Horror;"
"6409;43342;Donovan's Brain;en;30/09/1953;Drama, Horror, Science Fiction;"
"6410;85682;The Beast of the Yellow Night;en;07/04/1971;Horror;"
"6411;65603;Nightwing;en;22/06/1979;Horror;"
"6412;86742;Beyond Atlantis;en;01/09/1973;Fantasy, Horror, Science Fiction;"
"6413;85194;Deadly Games;en;12/10/1982;Horror, Mystery;"
"6414;55711;Violated Angels;ja;01/03/1967;Drama, Horror;"
"6415;350837;Antisocial 2;en;30/07/2015;Horror;"
"6416;325186;Smothered;en;29/03/2016;Comedy, Horror;"
"6417;35212;The Beckoning;es;07/02/2009;Horror, Mystery;"
"6418;55077;Secrets of the Clown;en;27/09/2007;Horror;"
"6419;69326;Gothic & Lolita Psycho;ja;04/09/2010;Action, Horror;"
"6420;31385;Zombie Nightmare;en;13/10/1987;Horror;"
"6421;262169;Gravy;en;02/10/2015;Comedy, Horror;"
"6422;16922;Heatstroke;en;31/05/2008;Action, Horror, Science Fiction;"
"6423;405932;All Girls Weekend;en;12/07/2016;Horror;"
"6424;34078;The Screaming Skull;en;01/01/1958;Horror, Thriller;"
"6425;5333;Apartment Zero;en;02/09/1989;Drama, Horror, Thriller;"
"6426;207271;Army of the Damned;en;07/11/2013;Horror;"
"6427;112969;Slaughter of the Innocents;en;01/01/1993;Action, Horror, Mystery, Thriller;"
"6428;522282;The Manor;en;15/05/2018;Horror;"
"6429;675554;Amityville Island;en;21/02/2020;Horror;"
"6430;116983;The Black Waters of Echo's Pond;en;01/01/2009;Horror, Thriller;"
"6431;253794;Haunting of the Innocent;en;01/02/2014;Horror, Thriller;"
"6432;105184;The Fan;de;04/06/1982;Drama, Horror;"
"6433;270561;3 Wicked Witches;en;01/01/2014;Comedy, Horror, Thriller;"
"6434;326853;Hermelinda Linda;es;21/07/1984;Action, Comedy, Drama, Fantasy, Horror;"
"6435;33794;Arang;ko;28/06/2006;Horror;"
"6436;42606;Invocation of My Demon Brother;en;10/10/1969;Horror;"
"6437;71042;Twice Dead;en;18/11/1988;Horror;"
"6438;77785;Madison County;en;11/10/2011;Horror, Mystery, Thriller;"
"6439;786627;Shook;en;18/02/2021;Horror;"
"6440;19010;Deep Evil;en;25/06/2004;Horror, Science Fiction, Thriller;"
"6441;28295;I Saw What You Did;en;21/07/1965;Horror, Mystery, Thriller;"
"6442;231384;The Family;en;10/03/2011;Horror, Thriller;"
"6443;251735;Make Me Shudder;th;03/10/2013;Comedy, Horror;"
"6444;455739;Alien Vs. Zombies;en;03/05/2017;Adventure, Comedy, Horror;"
"6445;39252;The Witches Hammer;en;22/05/2006;Horror, Science Fiction;"
"6446;42998;The Horrible Dr. Hichcock;en;01/01/1962;Horror;"
"6447;87489;Document of the Dead;en;19/01/1981;Documentary, Horror;"
"6448;48747;Jekyll & Hyde;en;06/01/1990;Horror, Thriller, TV Movie;"
"6449;50732;Vampire Island;ja;09/10/2009;Horror;"
"6450;186743;Vampire Boys 2: The New Brood;en;29/01/2013;Horror;"
"6451;301233;Terrified;en;13/01/1995;Horror, Mystery, Thriller;"
"6452;441669;Butcher the Bakers;en;28/04/2017;Comedy, Fantasy, Horror;"
"6453;40592;Loft;ja;07/10/2005;Horror, Mystery;"
"6454;43592;Denti;it;;;"
"6455;27395;Count Dracula's Great Love;es;12/05/1973;Horror;"
"6456;352497;Ditch Party;en;12/01/2015;Drama, Horror, Thriller;"
"6457;28402;Seven Murders for Scotland Yard;es;10/07/1972;Horror, Mystery, Thriller;"
"6458;578656;Betsy;en;28/04/2018;Horror;"
"6459;662989;Savage Creatures;en;07/01/2020;Horror;"
"6460;30664;Quiet Kill;en;01/07/2004;Horror, Thriller;"
"6461;673829;Rustles;tl;07/08/2022;Drama, Horror, Thriller;"
"6462;28820;Devilfish;it;07/09/1984;Action, Horror, Thriller;"
"6463;106046;Assault;en;11/02/1971;Crime, Drama, Horror, Mystery;"
"6464;41967;Tales from the Gimli Hospital;en;15/04/1988;Fantasy, Horror;"
"6465;966436;Suicide for Beginners;en;06/05/2022;Comedy, Horror;"
"6466;78083;Boggy Creek;en;01/01/2010;Horror, Thriller;"
"6467;424182;Female Werewolf;en;01/01/2015;Horror;"
"6468;541977;Guests;ru;07/03/2019;Horror, Romance, Thriller;"
"6469;23515;Sick Girl;en;01/10/2007;Crime, Horror, Thriller;"
"6470;113128;The Head;de;24/07/1959;Horror, Science Fiction;"
"6471;491277;Howard Lovecraft & the Undersea Kingdom;en;23/09/2017;Adventure, Animation, Family, Fantasy, Horror;"
"6472;107430;Full Moon High;en;04/08/1981;Comedy, Fantasy, Horror;"
"6473;366232;ErOddity(s) 2;en;24/11/2015;Drama, Horror, Science Fiction;"
"6474;42833;Two Eyes Staring;nl;11/03/2010;Horror;"
"6475;757916;Let the Wrong One In;en;;;"
"6476;1029801;Muon;en;29/09/2022;Horror, Mystery, Science Fiction;"
"6477;18742;The House Next Door;en;30/10/2006;Horror, Mystery, Thriller;"
"6478;74831;The Devil's Wedding Night;it;;;"
"6479;93142;Puzzle;it;23/08/1974;Crime, Drama, Horror, Thriller;"
"6480;202244;Unaware;en;12/03/2013;Horror, Science Fiction;"
"6481;24996;Summer Scars;en;14/09/2007;Drama, Horror;"
"6482;27713;Hell Asylum;en;13/05/2002;Horror;"
"6483;98126;Purani Haveli;hi;;;"
"6484;54579;The Shock Labyrinth;ja;15/10/2009;Horror, Thriller;"
"6485;51465;The Other Side;en;13/01/2006;Action, Horror, Thriller;"
"6486;70553;Sleepaway Camp IV: The Survivor;en;10/01/1992;Horror;"
"6487;123814;Area 51 Confidential;en;24/09/2011;Horror, Science Fiction, Thriller;"
"6488;608812;Handjob Cabin;en;06/10/2015;Comedy, Horror;"
"6489;434576;Haunted;en;17/11/2017;Horror, Thriller;"
"6490;32583;Zombie Town;en;20/11/2007;Horror;"
"6491;45017;Uninhabited;en;14/05/2010;Horror, Thriller;"
"6492;49847;The Possession of David O'Reilly;en;01/01/2010;Horror, Thriller;"
"6493;349111;Lady Psycho Killer;en;02/08/2015;Comedy, Drama, Horror;"
"6494;95043;The Devil;pl;;;"
"6495;222832;Tales From The Dark 2;cn;20/09/2013;Horror;"
"6496;817793;Morto Rossa;fr;30/09/2022;Horror, Thriller;"
"6497;10558;Seven Days to Live;en;25/06/2000;Horror, Thriller;"
"6498;29121;Blood Of Dracula's Castle;en;05/10/1969;Horror;"
"6499;542440;Bikini Car Wash Massacre;en;01/12/2017;Comedy, Horror;"
"6500;530156;Hurt;en;12/07/2018;Horror;"
"6501;48291;Dead Space;en;21/10/1991;Horror, Science Fiction;"
"6502;67219;The Great Alligator;it;03/11/1979;Horror;"
"6503;260085;The Puppet;ko;20/06/2013;Horror, Thriller;"
"6504;54208;Kemper;en;25/11/2008;Horror, Mystery, Thriller;"
"6505;393355;Scarred;en;05/09/2013;Horror;"
